Date,Close/Last,
05/30/2023,$176.34,777
05/31/2023,$175.92,778
06/01/2023,$176.91,779
06/02/2023,$182.22,780
06/05/2023,$182.52,781
06/06/2023,$184.52,782
06/07/2023,$187.14,783
06/08/2023,$189.25,784
06/09/2023,$188.59,785
06/12/2023,$189.12,786
06/13/2023,$189.11,787
06/14/2023,$190.93,788
06/15/2023,$193.38,789
06/16/2023,$195.57,790
06/20/2023,$195.30,791
06/21/2023,$196.38,792
06/22/2023,$194.10,793
06/23/2023,$191.90,794
06/26/2023,$191.72,795
06/27/2023,$193.65,796
06/28/2023,$191.74,797
06/29/2023,$195.49,798
06/30/2023,$195.77,799
07/03/2023,$197.74,800
07/05/2023,$197.18,801
07/06/2023,$194.75,802
07/07/2023,$194.66,803
07/10/2023,$194.65,804
07/11/2023,$197.38,805
07/12/2023,$195.94,806
07/13/2023,$198.46,807
07/14/2023,$195.69,808
07/17/2023,$197.97,809
07/18/2023,$196.31,810
07/19/2023,$198.83,811
07/20/2023,$199.92,812
07/21/2023,$199.97,813
07/24/2023,$200.67,814
07/25/2023,$201.55,815
07/26/2023,$202.56,816
07/27/2023,$189.76,817
07/28/2023,$192.26,818
07/31/2023,$189.49,819
08/01/2023,$187.72,820
08/02/2023,$185.92,821
08/03/2023,$185.18,822
08/04/2023,$186.45,823
08/07/2023,$187.92,824
08/08/2023,$185.58,825
08/09/2023,$187.16,826
08/10/2023,$186.41,827
08/11/2023,$187.95,828
08/14/2023,$186.46,829
08/15/2023,$182.37,830
08/16/2023,$182.56,831
08/17/2023,$181.75,832
08/18/2023,$181.48,833
08/21/2023,$180.92,834
08/22/2023,$180.21,835
08/23/2023,$178.27,836
08/24/2023,$177.85,837
08/25/2023,$178.46,838
08/28/2023,$178.09,839
08/29/2023,$177.25,840
08/30/2023,$177.80,841
08/31/2023,$178.09,842
09/01/2023,$177.26,843
09/05/2023,$172.45,844
09/06/2023,$170.19,845
09/07/2023,$168.59,846
09/08/2023,$167.94,847
09/11/2023,$168.88,848
09/12/2023,$169.10,849
09/13/2023,$169.15,850
09/14/2023,$171.56,851
09/15/2023,$172.72,852
09/18/2023,$175.13,853
09/19/2023,$176.14,854
09/20/2023,$174.65,855
09/21/2023,$173.94,856
09/22/2023,$173.57,857
09/25/2023,$174.16,858
09/26/2023,$173.48,859
09/27/2023,$175.20,860
09/28/2023,$172.34,861
09/29/2023,$174.12,862
10/02/2023,$171.56,863
10/03/2023,$169.28,864
10/04/2023,$163.78,865
10/05/2023,$161.28,866
10/06/2023,$163.89,867
10/09/2023,$180.21,868
10/10/2023,$177.57,869
10/11/2023,$176.82,870
10/12/2023,$173.80,871
10/13/2023,$177.24,872
10/16/2023,$179.00,873
10/17/2023,$178.30,874
10/18/2023,$179.55,875
10/19/2023,$177.90,876
10/20/2023,$176.10,877
10/23/2023,$176.87,878
